# 文書番号	予測ラベル
5083	  0
5085	  1
5097	  0
5111	  0
5120	  0
5125	  0
5135	  1
5136	  1
5139	  0
5148	  0
5156	  0
5157	  0
5159	  0
5160	  0
5161	  0
5173	  1
5175	  0
5177	  0
5192	  0
5193	  0
5203	  0
5223	  0
5227	  0
5234	  1
5241	  1
5244	  1
5252	  1
5254	  1
5278	  0
5298	  0
5303	  0
5312	  0
5360	  0
5399	  1
5412	  0
5424	  1
5458	  0
5493	  1
5505	  0
5509	  0
5510	  0
5511	  0
5514	  0
5522	  0
5534	  0
5541	  0
5544	  0
5572	  1
5587	  0
5600	  0
5603	  0
5605	  0
5618	  0
5633	  0
5637	  0
5641	  1
5662	  0
5672	  0
5685	  0
5687	  0
5690	  1
5692	  1
5703	  0
5704	  0
5726	  0
5763	  0
5765	  0
5770	  0
5777	  0
5802	  0
5806	  0
5811	  1
5817	  1
5832	  0
5839	  0
5858	  0
5861	  1
5864	  1
5866	  0
5870	  0
5892	  0
5903	  0
5912	  0
5926	  0
5932	  0
5962	  1
5964	  0
6011	  0
6013	  0
6048	  0
6059	  1
6066	  0
6080	  0
6082	  1
6120	  0
6125	  0
6137	  0
6139	  0
6141	  1
6151	  1
6153	  0
6154	  0
6174	  0
6179	  1
6181	  0
6183	  0
6191	  0
6192	  0
6210	  0
6218	  0
6223	  0
6233	  1
6238	  0
6240	  0
6253	  0
6254	  0
6302	  0
6304	  0
6314	  0
6318	  0
6334	  0
6356	  0
6378	  1
6386	  0
6390	  0
6392	  0
6394	  0
6396	  1
6414	  0
6421	  0
6428	  0
6437	  0
6439	  0
6444	  1
6445	  0
6450	  0
6459	  0
6460	  1
6472	  0
6476	  0
6481	  0
6491	  0
6496	  0
6520	  0
6532	  0
6533	  0
6545	  0
6547	  0
6548	  0
6555	  0
6597	  0
6604	  1
6618	  0
6633	  0
6642	  0
6645	  0
6650	  0
6666	  0
6667	  0
6681	  0
6692	  0
6696	  1
6704	  0
6706	  0
6716	  0
6723	  0
6726	  0
6730	  0
6737	  1
6751	  0
6756	  1
6762	  0
6764	  0
6791	  0
6795	  0
6802	  1
6846	  1
6847	  0
6852	  1
6858	  1
6878	  1
6879	  0
6885	  0
6897	  0
6901	  0
6905	  0
6925	  0
6930	  0
6934	  0
6943	  0
6947	  0
6956	  0
6974	  1
6978	  0
7010	  0
7015	  0
7023	  1
7028	  0
7061	  0
7067	  0
7070	  0
7075	  0
7079	  0
7083	  0
7086	  1
7101	  0
7114	  0
7116	  0
7121	  0
7124	  0
7129	  0
7136	  0
7141	  1
7160	  0
7161	  0
7193	  1
7197	  0
7205	  1
7211	  0
7234	  0
7244	  0
7249	  0
7255	  1
7260	  0
7291	  1
7294	  0
7296	  0
7302	  1
7316	  0
7338	  0
7351	  0
7352	  0
7353	  0
7380	  1
7382	  0
7388	  0
7393	  0
7398	  0
7404	  0
7433	  0
7440	  0
7449	  0
7468	  0
7469	  0
7477	  1
7484	  1
7492	  1
7497	  1
7498	  1
7502	  0
7518	  0
7520	  0
7521	  0
7522	  1
7541	  0
7546	  1
7560	  1
7574	  0
7581	  1
7584	  1
7591	  0
7608	  1
7610	  0
7631	  0
7636	  0
7653	  0
7657	  0
7667	  1
7668	  0
7693	  0
7712	  0
7713	  1
7714	  0
7735	  0
7753	  0
7762	  0
7763	  0
7773	  1
7780	  0
7785	  0
7798	  1
7813	  0
7823	  0
7828	  0
7842	  1
7846	  0
7852	  0
7880	  1
7883	  1
7891	  0
7918	  0
7938	  0
7939	  0
7953	  0
7958	  0
7966	  0
7975	  0
7985	  1
7986	  0
8001	  0
8004	  0
8022	  0
8032	  0
8080	  1
8082	  0
8086	  0
8151	  0
8156	  0
8157	  0
8158	  0
8166	  0
8182	  0
8185	  0
8190	  0
8195	  1
8217	  0
8255	  0
8258	  0
8259	  0
8260	  1
8262	  1
8266	  0
8267	  0
8277	  0
8278	  1
8280	  1
8282	  0
8283	  0
8304	  0
8305	  0
8312	  1
8313	  0
8316	  0
8320	  0
8322	  0
8323	  0
8334	  1
8335	  0
8338	  0
8340	  0
8343	  0
8349	  0
8352	  0
8370	  1
8374	  0
8378	  1
8385	  1
8416	  1
8418	  1
8445	  1
8469	  0
8484	  0
8490	  1
8492	  0
8493	  0
8494	  0
8516	  0
8542	  0
8543	  0
8553	  0
8555	  0
8557	  0
8574	  0
8595	  0
8597	  1
8608	  0
8610	  0
8614	  0
8615	  0
8665	  1
8670	  1
8676	  0
8682	  1
8687	  0
8693	  0
8697	  1
8699	  0
8725	  0
8726	  0
8734	  1
8745	  1
8746	  0
8755	  1
8757	  0
8775	  1
8788	  0
8810	  0
8816	  1
8819	  1
8821	  0
8822	  0
8823	  0
8831	  0
8836	  0
8837	  1
8839	  0
8843	  0
8862	  0
8872	  0
8876	  0
8884	  1
8895	  0
8896	  0
8916	  1
8928	  1
8936	  0
8938	  0
8949	  1
8954	  1
8955	  1
8960	  0
8964	  0
8966	  0
8972	  0
8980	  0
8984	  1
9007	  1
9013	  0
9038	  0
9041	  0
9042	  0
9056	  0
9068	  0
9077	  0
9081	  1
9095	  0
9097	  1
9110	  1
9111	  0
9144	  0
9159	  0
9163	  0
9169	  0
9171	  0
9207	  0
9223	  0
9244	  0
9246	  0
9262	  0
9268	  0
9272	  0
9275	  0
9288	  0
9304	  0
9311	  0
9314	  1
9337	  0
9342	  0
9358	  0
9359	  0
9375	  0
9397	  0
9410	  0
9420	  1
9442	  1
9456	  1
9460	  0
9483	  0
9484	  0
9489	  0
9493	  0
9494	  1
9495	  0
9500	  1
9506	  0
9561	  0
9563	  0
9566	  0
9572	  0
9598	  1
9605	  0
9635	  0
9639	  0
9640	  0
9660	  0
9662	  0
9673	  0
9680	  0
9684	  0
9695	  0
9700	  0
9706	  0
9707	  0
9722	  1
9732	  0
9736	  1
9788	  1
9789	  0
9795	  0
9811	  0
